actualprice,auto_des,bedrooms,booking_amt,covAreaUnit,flooring_typ,fur_unfur,house_facing,landmarks,locality,main_charges,no_balconies,parking,property_typ,seller_type,sqftprice
25900000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.5 Crore(s)",2,100000,2000,"Vitrified,Ceramic Tiles",Furnished,East Facing Property,chikkaballapur,Siddanna Layout Bikasipura,yearly,4,2 Covered,Residential House,agent,5833
49900000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 4.9 Crore(s)",2,100000,3100,"Vitrified,Ceramic Tiles",Furnished,East Facing Property,chikkaballapur,Yelahanka,yearly,4,3 Covered,Villa,agent,5833
43500000,"4 BHK, Villa is available for Sale in Hosur Road, Bangalore for 4.3 Crore(s)",2,100000,3100,"Vitrified,Ceramic Tiles",Furnished,East Facing Property,chikkaballapur,Yelahanka,monthly,4,3 Covered,Villa,builder,5833
19600000,"4 BHK, Villa is available for Sale in Varthur, Bangalore for 1.9 Crore(s)",4,500000,2450,"Ceramic Tiles,Granite,Marble,Vitrified,Wooden",Unfurnished,Near Daiwik Sparsh Villas,Near Daiwik Sparsh Villas,Varthur,yearly,4,2 Covered,Villa,Agent,5632
35000000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 3.5 Crore(s)",4,500000,2450,"Ceramic Tiles,Granite,Marble,Vitrified,Wooden",Unfurnished,Near Daiwik Sparsh Villas,Near Daiwik Sparsh Villas,Varthur,monthly,4,2 Covered,Villa,builder,5632
49900000,"3 BHK, Villa is available for Sale in Horamavu, Bangalore for 4.9 Crore(s)",4,500000,1800,"Ceramic Tiles,Granite,Marble,Vitrified,Wooden",Unfurnished,Near Daiwik Sparsh Villas,Near Daiwik Sparsh Villas,Horamavu,quarterly,4,2 Covered,Villa,owner,5632
41000000,"5 BHK, Villa is available for Sale in Electronic City, Bangalore for 4.1 Crore(s)",4,500000,3850,"Ceramic Tiles,Granite,Marble,Vitrified,Wooden",Unfurnished,Near Daiwik Sparsh Villas,Near Daiwik Sparsh Villas,Electronic City,yearly,4,2 Covered,Villa,contracter,5632
36500000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 3.6 Crore(s)",4,500000,3200,"Ceramic Tiles,Granite,Marble,Vitrified,Wooden",Unfurnished,Near Daiwik Sparsh Villas,Near Daiwik Sparsh Villas,Whitefield,halfyearly,4,"2 Covered, 1 Open",Villa,contracter,5632
14000000,"5 BHK, Villa is available for Sale in Jigani, Bangalore for 1.4 Crore(s)",4,500000,3200,"Ceramic Tiles,Granite,Marble,Vitrified,Wooden",Unfurnished,Near Daiwik Sparsh Villas,Near Daiwik Sparsh Villas,Whitefield,monthly,4,"2 Covered, 2 Open",Villa,agent,5632
11500000,"3 BHK, Residential House is available for Sale in Block 7th Stage 6th Banashankari, Bangalore for 1.1 Crore(s)",4,500000,3200,"Ceramic Tiles,Granite,Marble,Vitrified,Wooden",Unfurnished,Near Daiwik Sparsh Villas,Near Daiwik Sparsh Villas,Whitefield,halfyearly,4,"2 Covered, 2 Open",Villa,builder,5632
105000000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 10.5 Crore(s)",4,500000,4200,"Ceramic Tiles,Granite,Marble,Vitrified,Wooden",Unfurnished,Near Daiwik Sparsh Villas,Near Daiwik Sparsh Villas,Whitefield,halfyearly,4,2 Covered,Villa,contracter,5632
20577000,"4 BHK, Villa is available for Sale in Rajanukunte, Bangalore for 2.5 Crore(s)",4,1000000,3778,Vitrified,Unfurnished,East Facing Property,The locality is known for its strict security measures and is consider,Rajanukunte,yearly,2,1 Covered,Villa,agent,5632
25500000,"4 BHK, Villa is available for Sale in Varthur, Bangalore for 2.5 Crore(s)",4,1000000,3778,Vitrified,Unfurnished,East Facing Property,The locality is known for its strict security measures and is consider,Rajanukunte,halfyearly,2,2 Covered,Villa,owner,5632
40000000,"5 BHK, Villa is available for Sale in Sarjapura, Bangalore for 4.0 Crore(s)",4,1000000,3778,Vitrified,Unfurnished,East Facing Property,The locality is known for its strict security measures and is consider,Rajanukunte,quarterly,2,1 Covered,Villa,agent,5632
107500000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 10.7 Crore(s)",4,1000000,7800,Vitrified,Unfurnished,East Facing Property,The locality is known for its strict security measures and is consider,Sarjapur Road,halfyearly,2,3 Covered,Villa,builder,5632
17500000,"3 BHK, Residential House is available for Sale in Phase 8th JP Nagar, Bangalore for 1.7 Crore(s)",4,1000000,7800,Vitrified,Unfurnished,East Facing Property,The locality is known for its strict security measures and is consider,Sarjapur Road,halfyearly,2,"1 Covered, 1 Open",Villa,contracter,5632
40000000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 4.0 Crore(s)",4,1000000,4650,Vitrified,Unfurnished,East Facing Property,The locality is known for its strict security measures and is consider,Devanahalli,halfyearly,2,"1 Covered, 2 Open",Villa,builder,5632
26500000,"4 BHK, Villa is available for Sale in Thanisandra, Bangalore for 2.6 Crore(s)",4,1000000,2700,Vitrified,Unfurnished,East Facing Property,The locality is known for its strict security measures and is consider,Thanisandra,monthly,2,1 Covered,Villa,owner,5632
52000000,"3 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.2 Crore(s)",4,1000000,2700,Vitrified,Unfurnished,East Facing Property,The locality is known for its strict security measures and is consider,Thanisandra,quarterly,2,1 Covered,Villa,builder,5632
49500000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 4.9 Crore(s)",4,1000000,3250,"Vitrified,Wooden,Marble",Unfurnished,East Facing Property,IVC Road,Devanahalli,monthly,1,1 Covered,Villa,Agent,11104
36500000,"4 BHK, Villa is available for Sale in Kasavanahalli, Bangalore for 3.6 Crore(s)",4,1000000,4500,"Vitrified,Wooden,Marble",Unfurnished,East Facing Property,IVC Road,Kasavanahalli,quarterly,1,2 Covered,Villa,contracter,11104
24500000,"3 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",3,1000000,2100,Vitrified,Unfurnished,East Facing Property,Sarjapur Bus Depot,Sarjapur Road,halfyearly,2,1 Covered,Villa,Agent,7830
57500000,"4 BHK, Villa is available for Sale in Kadugodi, Bangalore for 5.7 Crore(s)",4,2500000,2553,"Marble,Wooden",Unfurnished,East Facing Property,Near Kadugodi Metro Station,Kadugodi,yearly,2,2 Covered,Villa,Agent,16604
38800000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 3.8 Crore(s)",4,2500000,2553,"Marble,Wooden",Unfurnished,East Facing Property,Near Kadugodi Metro Station,Kadugodi,halfyearly,2,2 Covered,Villa,contracter,16604
19000000,"3 BHK, Residential House is available for Sale in HBR Layout, Bangalore for 1.9 Crore(s)",4,2500000,2553,"Marble,Wooden",Unfurnished,East Facing Property,Near Kadugodi Metro Station,Kadugodi,halfyearly,2,2 Covered,Villa,builder,16604
58000000,"3 BHK, Residential House is available for Sale in Block 3rd Koramangala, Bangalore for 5.8 Crore(s)",4,2500000,2553,"Marble,Wooden",Unfurnished,East Facing Property,Near Kadugodi Metro Station,Kadugodi,quarterly,2,2 Covered,Villa,owner,16604
4500000,"1 BHK, Residential House is available for Sale in Huskur, Bangalore for 45.0 Lac(s)",4,2500000,350,"Marble,Wooden",Unfurnished,East Facing Property,Near Kadugodi Metro Station,Huskur,halfyearly,2,1 Covered,Residential House,agent,16604
19000000,"3 BHK, Villa is available for Sale in Varthur, Bangalore for 1.9 Crore(s)",4,2500000,2100,"Marble,Wooden",Unfurnished,East Facing Property,Near Kadugodi Metro Station,Varthur,monthly,2,2 Covered,Villa,builder,16604
29000000,"4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.9 Crore(s)",4,300000,2540,"Ceramic Tiles,Vitrified,Wooden",Unfurnished,East Facing Property,Near by upcoming Sompura gate Metro Station,Sarjapura,monthly,2,2 Covered,Villa,Agent,8562
45000000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 4.5 Crore(s)",4,300000,4000,"Ceramic Tiles,Vitrified,Wooden",Unfurnished,East Facing Property,Near by upcoming Sompura gate Metro Station,Whitefield,halfyearly,2,"2 Covered, 2 Open",Villa,owner,8562
52500000,"5 BHK, Residential House is available for Sale in Stage 2nd Banashankari, Bangalore for 5.2 Crore(s)",4,300000,4000,"Ceramic Tiles,Vitrified,Wooden",Unfurnished,East Facing Property,Near by upcoming Sompura gate Metro Station,Whitefield,monthly,2,"2 Covered, 2 Open",Villa,agent,8562
36500000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 3.6 Crore(s)",4,200000,2700,Marble,Unfurnished,East Facing Property,"Located Near to RMZ Ecospace,",Sarjapur Road,yearly,2,3 Covered,Villa,Agent,12736
60000000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 6.0 Crore(s)",4,200000,2700,Marble,Unfurnished,East Facing Property,"Located Near to RMZ Ecospace,",Sarjapur Road,yearly,2,1 Covered,Villa,builder,12736
29100000,"4 BHK, Villa is available for Sale in Dommasandra, Bangalore for 2.9 Crore(s)",4,500000,1860,"Wooden,Ceramic Tiles,Marble",Unfurnished,East Facing Property,"The International School Bangaore, ISME, Decathlon, Columbia Asia",Dommasandra,yearly,2,2 Covered,Villa,Agent,9928
25000000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.5 Crore(s)",4,500000,1875,"Wooden,Ceramic Tiles,Marble",Unfurnished,East Facing Property,"The International School Bangaore, ISME, Decathlon, Columbia Asia",Sarjapur Road,yearly,2,2 Covered,Villa,builder,9928
16900000,"4 BHK, Villa is available for Sale in Hoskote, Bangalore for 1.6 Crore(s)",4,200000,1453,"Granite,Marble,Vitrified,Wooden",Unfurnished,East Facing Property,located near to silicon city hospital and all major schools nearby,Hoskote,halfyearly,2,2 Covered,Villa,Agent,5273
400000000,"5 BHK, Residential House is available for Sale in Defence Colony Indiranagar, Bangalore for 40.0 Crore(s)",4,200000,6700,"Granite,Marble,Vitrified,Wooden",Unfurnished,East Facing Property,located near to silicon city hospital and all major schools nearby,Defence Colony Indiranagar,quarterly,2,6 Covered,Residential House,agent,5273
27000000,"3 BHK, Residential House is available for Sale in Koramangala, Bangalore for 2.7 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,halfyearly,,,,owner,
15952345,"4 BHK, Villa is available for Sale in Chandapura, Bangalore for 1.5 Crore(s)",4,500000,2450,"Ceramic Tiles,Granite,Marble,Vitrified,Wooden",Unfurnished,East Facing Property,Chandapura Anekal Road,Chandapura,yearly,4,2 Covered,Villa,Agent,5230
16745000,"3 BHK, Villa is available for Sale in Sarjapura Attibele Road, Bangalore for 1.6 Crore(s)",3,500000,1925,Vitrified,Unfurnished,East Facing Property,"daraguppe Village, Besides Sreeram Smriti Apartments",Sarjapura Attibele Road,quarterly,2,1 Covered,Villa,Agent,6089
91000000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 9.1 Crore(s)",4,1000000,4055,"Ceramic Tiles,Normal Tiles/Kotah Stone",Semi-Furnished,East Facing Property,Landmark Gopalan International School,Whitefield,yearly,2,2 Covered,Villa,Agent,17773
75000000,"4 BHK, Villa is available for Sale in Hennur Bande, Bangalore for 7.5 Crore(s)",3,500000,4000,Vitrified,Unfurnished,East Facing Property,"daraguppe Village, Besides Sreeram Smriti Apartments","Hennur Bande, HBR Layout, Hennur bagalur road",monthly,2,2 Covered,Villa,contracter,6089
65000000,"> 10 BHK, Residential House is available for Sale in Doddakannelli, Bangalore for 6.5 Crore(s)",4,1000000,1680,"Ceramic Tiles,Normal Tiles/Kotah Stone",Semi-Furnished,East Facing Property,Landmark Gopalan International School,Doddakannelli,yearly,2,"5 Covered, 1 Open",Residential House,builder,17773
43000000,"> 10 BHK, Residential House is available for Sale in Sector 7 HSR Layout, Bangalore for 4.3 Crore(s)",3,500000,4000,Vitrified,Unfurnished,East Facing Property,"daraguppe Village, Besides Sreeram Smriti Apartments","Hennur Bande, HBR Layout, Hennur bagalur road",monthly,2,2 Covered,Villa,owner,6089
47000000,"4 BHK, Villa is available for Sale in Whitefield Hoskote Road, Bangalore for 4.7 Crore(s)",4,1000000,3272,"Ceramic Tiles,Marble,Vitrified",Unfurnished,East Facing Property,"Delhi Public School, GR tech park, Whitefield metro station",Whitefield-Hoskote Road,quarterly,2,2 Covered,Villa,Agent,10053
38846000,"4 BHK, Villa is available for Sale in Bannerughatta, Bangalore for 3.8 Crore(s)",4,1000000,1800,"Vitrified,Wooden",Unfurnished,East Facing Property,3 Km to upcoming metro,Bannerughatta,quarterly,3,2 Covered,Villa,Agent,9981
42500000,"5 BHK, Residential House is available for Sale in Block 6th Koramangala, Bangalore for 4.2 Crore(s)",4,1000000,1516,"Ceramic Tiles,Marble,Vitrified",Unfurnished,East Facing Property,"Delhi Public School, GR tech park, Whitefield metro station",Block 6th Koramangala,yearly,2,2 Covered,Residential House,builder,10053
21600000,"3 BHK, Villa is available for Sale in Gunjur, Bangalore for 2.1 Crore(s)",3,200000,2135,"Vitrified,Wooden",Unfurnished,East Facing Property,"Near to international schools,IT parks,hospitals,Malls",Gunjur,monthly,2,1 Covered,Villa,Agent,7082
74000000,"4 BHK, Villa is available for Sale in Kadugodi, Bangalore for 7.4 Crore(s)",4,1000000,2553,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Kadugodi,monthly,3,2 Covered,Villa,owner,9981
12300000,"3 BHK, Residential House is available for Sale in Stage 2nd Hal, Bangalore for 1.2 Crore(s)",4,1000000,2553,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Kadugodi,yearly,3,1 Open,Villa,builder,9981
34500000,"4 BHK, Villa is available for Sale in Budigere, Bangalore for 3.4 Crore(s)",4,500000,2995,"Vitrified,Wooden",Unfurnished,East Facing Property,"Behind Prestige Tranquility, Budigere Cross, Bommenahalli Village",Budigere,yearly,4,2 Covered,Villa,Agent,10015
45000000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 4.5 Crore(s)",4,500000,3500,"Vitrified,Wooden",Unfurnished,East Facing Property,"Behind Prestige Tranquility, Budigere Cross, Bommenahalli Village",Whitefield,monthly,4,2 Covered,Villa,agent,10015
23000000,"4 BHK, Villa is available for Sale in Budigere, Bangalore for 2.3 Crore(s)",4,1000000,2553,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Kadugodi,monthly,3,1 Open,Villa,agent,9981
65000000,"7 BHK, Residential House is available for Sale in East of NGEF Layout, Bangalore for 6.5 Crore(s)",4,1000000,2553,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Kadugodi,monthly,3,4 Covered,Villa,contracter,9981
120000000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 12.0 Crore(s)",4,500000,3500,"Vitrified,Wooden",Unfurnished,East Facing Property,"Behind Prestige Tranquility, Budigere Cross, Bommenahalli Village",Whitefield,quarterly,4,2 Covered,Villa,owner,10015
24164450,"3 BHK, Villa is available for Sale in Yelahanka, Bangalore for 2.4 Crore(s)",4,500000,2200,"Vitrified,Wooden",Unfurnished,East Facing Property,"Behind Prestige Tranquility, Budigere Cross, Bommenahalli Village",Yelahanka,monthly,4,1 Covered,Villa,builder,10015
31000000,"4 BHK, Villa is available for Sale in Bommasandra, Bangalore for 3.1 Crore(s)",4,1000000,2400,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Bommasandra,monthly,3,2 Covered,Villa,owner,9981
95000000,"3 BHK, Residential House is available for Sale in Gandhi Bazaar, Bangalore for 9.5 Crore(s)",4,1000000,2400,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Bommasandra,quarterly,3,2 Covered,Villa,agent,9981
35000000,"3 BHK, Villa is available for Sale in Bannerghatta Main Road, Bangalore for 3.5 Crore(s)",4,500000,2200,"Vitrified,Wooden",Unfurnished,East Facing Property,"Behind Prestige Tranquility, Budigere Cross, Bommenahalli Village",Yelahanka,halfyearly,4,1 Covered,Villa,agent,10015
14000000,"4 BHK, Residential House is available for Sale in Horamavu Agara Main Road, Bangalore for 1.4 Crore(s)",4,1000000,2400,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Bommasandra,monthly,3,1 Covered,Villa,owner,9981
18000000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.8 Crore(s)",4,500000,2200,"Ceramic Tiles,Granite,Marble,Mosaic,Vitrified,Wooden",Unfurnished,East Facing Property,"Behind Prestige Tranquility, Budigere Cross, Bommenahalli Village",Sarjapur Road,quarterly,4,2 Covered,Villa,agent,10015
30000000,"3 BHK, Villa is available for Sale in Bannerghatta Main Road, Bangalore for 3.0 Crore(s)",4,1000000,2400,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Bommasandra,quarterly,3,1 Covered,Villa,contracter,9981
23300000,"3 BHK, Villa is available for Sale in Hennur Main Road, Bangalore for 2.3 Crore(s)",3,2500000,2608,Vitrified,Unfurnished,East Facing Property,Within 10 kmDecathlonBangalore International SchoolManyata Tech Par,Hennur Main Road,quarterly,2,1 Covered,Villa,builder,10015
74400000,"3 BHK, Residential House is available for Sale in Block 8 Jaya Nagar, Bangalore for 7.4 Crore(s)",4,1000000,2100,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Block 8 Jaya Nagar,quarterly,3,1 Covered,Residential House,agent,9981
29500000,"3 BHK, Villa is available for Sale in Sarjapura Attibele Road, Bangalore for 2.9 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,monthly,,2 Covered,,owner,
17000000,"4 BHK, Villa is available for Sale in Doddathoguru, Bangalore for 1.7 Crore(s)",3,2500000,2608,Vitrified,Unfurnished,East Facing Property,Within 10 kmDecathlonBangalore International SchoolManyata Tech Par,Hennur Main Road,halfyearly,2,1 Covered,Villa,builder,10015
39000000,"4 BHK, Villa is available for Sale in Bannerughatta, Bangalore for 3.9 Crore(s)",4,1000000,2100,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Block 8 Jaya Nagar,monthly,3,2 Covered,Residential House,contracter,9981
20900000,"4 BHK, Villa is available for Sale in Sarjapura Attibele Road, Bangalore for 2.9 Crore(s)",4,500000,1637,"Ceramic Tiles,Granite,Marble,Marbonite,Vitrified,Wooden",Unfurnished,East Facing Property,"Indus International School, Azim Premji Unv., Upcoming STRR 300 mtrs",Sarjapura Attibele Road,halfyearly,4,2 Covered,Villa,Agent,8300
65000000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 6.5 Crore(s)",3,2500000,3600,Ceramic Tiles,Unfurnished,East Facing Property,Within 10 kmDecathlonBangalore International SchoolManyata Tech Par,Sarjapur Road,halfyearly,2,1 Covered,Villa,agent,10015
26000000,"4 BHK, Villa is available for Sale in Hennur Main Road, Bangalore for 2.6 Crore(s)",4,1000000,2100,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Block 8 Jaya Nagar,monthly,3,2 Covered,Residential House,owner,9981
24000000,"4 BHK, Residential House is available for Sale in Kudlu Gate, Bangalore for 2.4 Crore(s)",4,500000,1637,"Ceramic Tiles,Granite,Marble,Marbonite,Vitrified,Wooden",Unfurnished,East Facing Property,"Indus International School, Azim Premji Unv., Upcoming STRR 300 mtrs",Sarjapura Attibele Road,halfyearly,4,2 Covered,Villa,agent,8300
57500000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.7 Crore(s)",4,1000000,2100,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Block 8 Jaya Nagar,monthly,3,2 Covered,Residential House,contracter,9981
4700000,"3 BHK, Residential House is available for Sale in Phase 2 Electronic City, Bangalore for 47.0 Lac(s)",4,500000,1637,"Ceramic Tiles,Granite,Marble,Marbonite,Vitrified,Wooden",Unfurnished,East Facing Property,"Indus International School, Azim Premji Unv., Upcoming STRR 300 mtrs",Sarjapura Attibele Road,quarterly,4,2 Covered,Villa,contracter,8300
55000000,"5 BHK, Villa is available for Sale in Block 4th Jayanagar, Bangalore for 5.5 Crore(s)",4,1000000,2100,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Block 8 Jaya Nagar,quarterly,3,2 Covered,Residential House,owner,9981
60000000,"8 BHK, Residential House is available for Sale in Poorna Pragna Layout, Bangalore for 6.0 Crore(s)",4,1000000,2100,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Block 8 Jaya Nagar,halfyearly,3,8 Covered,Residential House,contracter,9981
28000000,"4 BHK, Villa is available for Sale in Varthur, Bangalore for 2.8 Crore(s)",4,500000,3300,"Granite,Marble,Wooden",Unfurnished,East Facing Property,"Indus International School, Azim Premji Unv., Upcoming STRR 300 mtrs",Varthur,quarterly,4,2 Covered,Villa,owner,8300
51000000,"4 BHK, Residential House is available for Sale in Eshwara Layout Indiranagar, Bangalore for 5.1 Crore(s)",4,1000000,2900,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Eshwara Layout Indiranagar,monthly,3,2 Open,Residential House,contracter,9981
12000008,"3 BHK, Residential House is available for Sale in Phase 8th JP Nagar, Bangalore for 1.2 Crore(s)",4,1000000,1200,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Phase 8th JP Nagar,yearly,3,"1 Covered, 1 Open",Residential House,owner,9981
50000000,"4 BHK, Villa is available for Sale in Kadugodi, Bangalore for 5.0 Crore(s)",4,500000,3398,"Granite,Marble,Wooden",Unfurnished,East Facing Property,"Indus International School, Azim Premji Unv., Upcoming STRR 300 mtrs",Kadugodi,yearly,4,2 Covered,Villa,contracter,8300
13000000,"4 BHK, Residential House is available for Sale in Krishnarajapura, Bangalore for 1.3 Crore(s)",4,500000,3398,"Granite,Marble,Wooden",Unfurnished,East Facing Property,"Indus International School, Azim Premji Unv., Upcoming STRR 300 mtrs",Kadugodi,halfyearly,4,2 Covered,Villa,agent,8300
13500000,"3 BHK, Villa is available for Sale in Kanakapura Road, Bangalore for 1.3 Crore(s)",4,1000000,1200,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Phase 8th JP Nagar,yearly,3,1 Covered,Residential House,agent,9981
65000000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 6.5 Crore(s)",4,1000000,3523,"Marble,Vitrified",Unfurnished,East Facing Property,Located at Yelehenka,Yelahanka,yearly,4,2 Covered,Villa,Agent,16149
18700000,"3 BHK, Villa is available for Sale in Chikkajala, Bangalore for 1.8 Crore(s)",3,500000,1200,"Granite,Vitrified,Wooden",Unfurnished,East Facing Property,"Close to Prestige Tech Cloud IT Park, International Airport Road.","Chikkajala, Bangalore-Hyderabad Hwy",yearly,4,1 Covered,Villa,Agent,7769
50000000,"5 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.0 Crore(s)",4,1000000,1200,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Phase 8th JP Nagar,yearly,3,2 Covered,Residential House,owner,9981
22500000,"4 BHK, Villa is available for Sale in Hennur Main Road, Bangalore for 2.2 Crore(s)",3,500000,1200,"Granite,Vitrified,Wooden",Unfurnished,East Facing Property,"Close to Prestige Tech Cloud IT Park, International Airport Road.","Chikkajala, Bangalore-Hyderabad Hwy",halfyearly,4,1 Covered,Villa,contracter,7769
12500000,"3 BHK, Villa is available for Sale in Doddaballapur Main Road, Bangalore for 1.2 Crore(s)",4,1000000,1200,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Phase 8th JP Nagar,monthly,3,1 Covered,Residential House,builder,9981
27600000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.7 Crore(s)",3,500000,1200,"Granite,Vitrified,Wooden",Unfurnished,East Facing Property,"Close to Prestige Tech Cloud IT Park, International Airport Road.","Chikkajala, Bangalore-Hyderabad Hwy",quarterly,4,2 Covered,Villa,owner,7769
107500000,"4 BHK, Residential House is available for Sale in RMV Extension Stage 2nd RMV, Bangalore for 10.7 Crore(s)",4,1000000,1200,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Phase 8th JP Nagar,monthly,3,2 Covered,Residential House,builder,9981
17800000,"3 BHK, Residential House is available for Sale in Sector 3 HSR Layout, Bangalore for 1.7 Crore(s)",4,1000000,1200,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,3 Km to upcoming metro,Phase 8th JP Nagar,halfyearly,3,2 Covered,Residential House,owner,9981
30000000,"4 BHK, Villa is available for Sale in Bannerghatta Main Road, Bangalore for 3.0 Crore(s)",3,500000,2600,"Granite,Vitrified,Wooden",Unfurnished,East Facing Property,"Close to Prestige Tech Cloud IT Park, International Airport Road.",Bannerghatta Main Road,monthly,4,2 Covered,Villa,builder,7769
13500000,"3 BHK, Villa is available for Sale in Rajanukunte, Bangalore for 1.3 Crore(s)",3,100000,1800,Vitrified,Unfurnished,East Facing Property,Nivara Viento is a residential plot by Nivara Group. This plot is avai,Rajanukunte,yearly,4,1 Covered,Villa,Agent,6515
28500000,"4 BHK, Villa is available for Sale in Kada Agrahara, Bangalore for 2.8 Crore(s)",3,100000,1800,Vitrified,Unfurnished,East Facing Property,Nivara Viento is a residential plot by Nivara Group. This plot is avai,Rajanukunte,yearly,4,"1 Covered, 1 Open",Villa,owner,6515
80000000,"6 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 8.0 Crore(s)",3,500000,2600,"Granite,Vitrified,Wooden",Unfurnished,East Facing Property,"Close to Prestige Tech Cloud IT Park, International Airport Road.",Bannerghatta Main Road,halfyearly,4,2 Covered,Villa,agent,7769
21000000,"4 BHK, Villa is available for Sale in ITPL, Bangalore for 2.1 Crore(s)",4,200000,1550,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,"Located right next to the main road, near to schools, malls and metro","Itpl, Whitefield",quarterly,2,1 Covered,Villa,Agent,9211
40000000,"4 BHK, Residential House is available for Sale in Phase 1st JP Nagar, Bangalore for 4.0 Crore(s)",3,100000,1800,Vitrified,Unfurnished,East Facing Property,Nivara Viento is a residential plot by Nivara Group. This plot is avai,Rajanukunte,yearly,4,"1 Covered, 1 Open",Villa,contracter,6515
55000000,"4 BHK, Residential House is available for Sale in Block 5th Rajajinagar, Bangalore for 5.5 Crore(s)",4,200000,1550,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,"Located right next to the main road, near to schools, malls and metro","Itpl, Whitefield",monthly,2,1 Covered,Villa,owner,9211
45000000,"4 BHK, Residential House is available for Sale in Ramamurthy Nagar, Bangalore for 4.5 Crore(s)",3,100000,1800,Vitrified,Unfurnished,East Facing Property,Nivara Viento is a residential plot by Nivara Group. This plot is avai,Rajanukunte,halfyearly,4,1 Covered,Villa,builder,6515
70000000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 7.0 Crore(s)",4,200000,6000,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,"Located right next to the main road, near to schools, malls and metro",Devanahalli,halfyearly,2,2 Open,Villa,agent,9211
100000000,"4 BHK, Residential House is available for Sale in Bannerghatta Main Road, Bangalore for 10.0 Crore(s)",4,200000,5000,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,"Located right next to the main road, near to schools, malls and metro",Bannerghatta Main Road,halfyearly,2,2 Covered,Residential House,owner,9211
